city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,Laguna,38.42,-121.42,82.0,32,1,10.29,US,1587672260
269,Iquique,-20.22,-70.14,71.6,56,0,11.41,CL,1587672260
270,Mindelo,16.89,-24.98,75.2,60,20,26.4,CV,1587672260
271,Yulara,-25.24,130.99,75.2,33,0,6.93,AU,1587672069
272,Birao,10.28,22.79,82.18,21,11,2.95,CF,1587672260
273,Fengrun,39.83,118.12,46.87,41,0,7.61,CN,1587672261
274,Avsyunino,55.57,39.12,35.6,55,69,4.47,RU,1587672261
275,Masallātah,32.62,14.0,59.16,77,2,10.8,LY,1587672261
276,Khovd,48.01,91.64,45.77,26,6,4.76,MN,1587672261
277,Umm Kaddadah,13.6,26.69,80.02,11,15,11.54,SD,1587672261
278,Impfondo,1.64,18.07,77.49,69,11,2.01,CG,1587672261
279,Kangaatsiaq,68.31,-53.46,29.3,96,89,8.16,GL,1587672262
280,Uchaly,54.3,59.45,28.92,80,0,10.92,RU,1587672262
281,Pochutla,15.74,-96.47,91.4,49,75,28.86,MX,1587672262
282,Atar,20.52,-13.05,81.61,14,0,8.59,MR,1587672262
283,Krasnosel'kup,65.7,82.47,36.45,90,100,17.87,RU,1587672262
284,Geraldton,-28.77,114.6,62.6,88,64,8.05,AU,1587672262
285,Tarko-Sale,64.92,77.78,36.0,93,0,17.49,RU,1587672263
286,Viljoenskroon,-27.21,26.95,61.59,28,4,3.31,ZA,1587672263
287,Ayan,56.45,138.17,26.78,95,100,15.64,RU,1587672263
288,Āsosa,10.07,34.53,72.05,19,13,1.39,ET,1587672263
289,Arenápolis,-14.45,-56.85,80.78,69,98,2.86,BR,1587672263
290,Akureyri,65.68,-18.09,50.0,46,0,10.29,IS,1587672263
291,Los Llanos de Aridane,28.66,-17.92,66.2,72,40,16.11,ES,1587672211
292,Vredendal,-31.67,18.5,67.21,75,100,4.61,ZA,1587672264
293,Pacific Grove,36.62,-121.92,70.0,77,40,6.93,US,1587672101
294,Portland,45.52,-122.68,59.0,62,90,4.7,US,1587672012
295,The Valley,18.22,-63.06,87.8,61,20,14.99,AI,1587672264
296,Olafsvik,64.89,-23.71,43.63,84,60,14.81,IS,1587672264
297,Half Moon Bay,37.46,-122.43,75.99,68,40,6.93,US,1587672264
298,Selikhino,50.37,137.5,26.02,91,100,8.9,RU,1587672265
299,Richards Bay,-28.78,32.04,70.97,85,43,3.65,ZA,1587672265
300,Banyo,6.75,11.82,70.5,62,81,1.68,CM,1587672265
301,Nyimba,-14.56,30.81,65.1,61,8,5.46,ZM,1587672265
302,Miranda,3.25,-76.23,86.0,62,40,2.24,CO,1587672265
303,Agüimes,27.91,-15.45,68.0,64,75,17.22,ES,1587672265
304,Saskylakh,71.92,114.08,15.94,95,77,4.83,RU,1587672266
305,Sungai Penuh,-2.08,101.38,64.83,72,55,1.99,ID,1587672266
306,Río Gallegos,-51.62,-69.22,53.6,58,75,11.41,AR,1587672266
307,Ca Mau,9.18,105.15,82.13,81,93,8.41,VN,1587672266
308,Inhambane,-23.86,35.38,73.81,82,10,12.75,MZ,1587672266
309,Ancud,-41.87,-73.82,57.0,93,90,8.05,CL,1587672266
310,Iskateley,67.68,53.15,20.52,96,70,15.1,RU,1587672267
311,Excelsior Springs,39.34,-94.23,73.0,63,1,5.23,US,1587672136
312,Arraial do Cabo,-22.97,-42.03,80.6,65,1,9.17,BR,1587672267
313,Killybegs,54.63,-8.45,53.6,87,100,4.7,IE,1587672267
314,Dunedin,-45.87,170.5,54.0,67,21,6.87,NZ,1587672189
315,São Félix do Xingu,-6.64,-51.99,77.76,88,100,1.52,BR,1587672267
316,Tokmak,47.25,35.71,47.14,54,27,4.74,UA,1587672267
317,Gumdag,39.21,54.59,59.7,54,89,5.23,TM,1587672268
318,Elk Plain,47.05,-122.4,60.01,87,90,9.17,US,1587672268
319,Avera,33.19,-82.53,64.4,88,90,24.16,US,1587672268
320,Kudeyevskiy,54.88,56.76,30.2,86,75,8.95,RU,1587672268
321,Kalmunai,7.42,81.82,81.77,81,100,7.72,LK,1587672268
322,Matara,5.95,80.54,78.31,87,100,2.28,LK,1587672268
323,Vardø,70.37,31.11,26.6,79,75,20.8,NO,1587672269
324,Bulawayo,-20.15,28.58,55.89,51,0,8.52,ZW,1587672269
325,Vostok,46.49,135.88,18.32,90,17,4.16,RU,1587672269
326,Manokwari,-0.87,134.08,80.98,69,16,5.26,ID,1587672269
327,Horsham,51.06,-0.33,61.0,55,76,6.93,GB,1587672269
328,Ust-Nera,64.57,143.2,18.52,85,99,3.22,RU,1587672269
329,Auki,-8.77,160.7,79.65,84,99,7.9,SB,1587672269
330,Muros,42.78,-9.06,59.0,79,39,3.0,ES,1587672270
331,Nantucket,41.28,-70.1,46.99,45,90,18.34,US,1587671976
332,Maţāy,28.42,30.78,76.91,21,0,6.76,EG,1587672270
333,Nichinan,31.6,131.37,46.0,65,82,10.0,JP,1587672270
334,Yamada,39.47,141.95,37.9,76,6,4.88,JP,1587672270
335,Jieshi,22.81,115.83,64.78,75,100,12.5,CN,1587672270
336,Seydi,39.48,62.91,75.58,41,84,22.15,TM,1587672270
337,Banda Aceh,5.56,95.32,80.17,74,100,3.49,ID,1587672271
338,Bismarck,46.81,-100.78,62.6,36,90,11.41,US,1587672154
339,Antalaha,-14.9,50.28,76.51,85,62,11.52,MG,1587672271
340,Skjervøy,70.03,20.97,32.0,82,20,4.7,NO,1587672271
341,Ponferrada,42.55,-6.6,60.01,73,70,1.01,ES,1587672271
342,Sopot,54.44,18.56,55.0,50,54,3.36,PL,1587672170
343,Agadez,19.75,10.25,89.19,10,0,9.62,NE,1587672272
344,Copiapó,-27.37,-70.33,68.0,60,40,9.17,CL,1587672193
345,Emilio Carranza,19.97,-96.61,87.08,57,23,2.39,MX,1587672272
346,Liverpool,53.41,-2.98,62.6,55,100,11.41,GB,1587672272
347,Ponta do Sol,32.67,-17.1,62.6,67,40,12.75,PT,1587672272
348,Farafangana,-22.82,47.83,73.63,83,59,3.02,MG,1587672272
349,Brae,60.4,-1.35,42.8,87,22,5.82,GB,1587672272
350,Margate,51.38,1.39,53.01,74,99,11.97,GB,1587672273
351,Thinadhoo,0.53,72.93,83.86,72,100,9.64,MV,1587672273
352,Hailey,43.52,-114.32,55.4,35,40,13.87,US,1587672273
353,Pangnirtung,66.15,-65.71,10.4,85,75,4.7,CA,1587672273
354,Tautira,-17.73,-149.15,84.2,62,21,11.41,PF,1587672274
355,Lorvão,40.26,-8.32,60.01,81,100,4.0,PT,1587672274
356,Cockburn Town,21.46,-71.14,79.39,79,0,17.63,TC,1587672274
357,Maltahöhe,-24.83,16.98,67.46,30,18,9.71,NA,1587672274
358,Beringovskiy,63.05,179.32,15.73,91,0,10.85,RU,1587672275
359,Bambanglipuro,-7.95,110.28,78.91,84,98,7.58,ID,1587672275
360,Boundiali,9.52,-6.49,81.05,53,77,2.44,CI,1587672275
361,Broken Hill,-31.95,141.43,62.6,51,0,6.93,AU,1587672275
362,Shubarkuduk,49.14,56.49,39.43,67,55,6.85,KZ,1587672275
363,Alindao,5.03,21.21,75.36,72,95,2.75,CF,1587672276
364,Maceió,-9.67,-35.74,82.4,74,40,9.17,BR,1587672127
365,Tiarei,-17.53,-149.33,84.2,62,30,11.41,PF,1587672276
366,Summerside,46.4,-63.79,41.0,15,91,19.44,CA,1587672277
367,Caceres,39.52,-6.37,64.99,64,100,1.99,ES,1587672277
368,Rena,61.13,11.36,37.99,59,79,4.59,NO,1587672277
369,Mikrópolis,41.19,23.82,46.99,81,81,1.1,GR,1587672277
370,Lufkin,31.34,-94.73,82.0,44,0,13.87,US,1587672278
371,San Bartolomé de Tirajana,27.92,-15.57,68.0,64,75,17.22,ES,1587672278
372,Lompoc,34.64,-120.46,72.0,68,1,20.8,US,1587672000
373,Christchurch,-43.53,172.63,35.6,100,0,3.36,NZ,1587672181
374,Atambua,-9.11,124.89,73.9,79,92,5.73,ID,1587672278
375,Brodokalmak,55.57,62.08,33.8,64,0,11.18,RU,1587672278
376,Aklavik,68.22,-135.01,6.8,71,90,13.87,CA,1587672279
377,Taltal,-25.4,-70.48,67.78,61,35,3.78,CL,1587672279
378,Kovdor,67.57,30.48,16.56,93,54,5.86,RU,1587672279
379,Baracoa,20.35,-74.5,81.0,73,0,12.93,CU,1587672279
380,Edson,53.58,-116.44,51.8,40,75,6.93,CA,1587672280
381,Sakhipur,24.3,90.18,73.4,83,75,5.82,BD,1587672280
382,Tete,-16.16,33.59,80.6,57,20,8.05,MZ,1587672280
383,Muskogee,35.58,-95.33,73.99,56,20,8.05,US,1587672280
384,Chimoio,-19.12,33.48,64.4,88,20,2.57,MZ,1587672281
385,Pacaembu,-21.56,-51.26,69.35,55,0,6.17,BR,1587672281
386,Nizhnevartovsk,60.93,76.55,42.8,81,78,8.95,RU,1587672281
387,Ulaangom,49.98,92.07,43.43,39,1,2.57,MN,1587672281
388,Salalah,17.02,54.09,84.2,83,75,6.93,OM,1587672281
389,Kuching,1.55,110.33,75.2,100,20,2.24,MY,1587672281
390,Kasongo-Lunda,-6.47,16.82,73.22,77,100,1.52,CD,1587672282
391,Renqiu,38.7,116.09,46.99,38,0,10.18,CN,1587672282
392,Guane,22.2,-84.09,87.17,60,55,18.28,CU,1587672282
393,Poopó,-18.37,-66.97,57.38,8,0,6.22,BO,1587672282
394,Zimovniki,47.15,42.46,40.5,63,0,8.75,RU,1587672282
395,Leeton,-34.57,146.4,51.8,87,57,1.12,AU,1587672282
396,Eureka,40.8,-124.16,62.01,93,90,10.29,US,1587672283
397,Kimbe,-5.55,150.14,77.72,85,99,2.71,PG,1587672283
398,Belyy Yar,53.6,91.39,46.4,52,79,2.24,RU,1587672283
399,Karratha,-20.74,116.85,88.02,47,54,9.01,AU,1587672283
400,Prabumulih,-3.45,104.25,74.73,96,100,1.16,ID,1587672284
401,Maun,-19.98,23.42,71.6,43,0,4.7,BW,1587672284
402,Roebourne,-20.78,117.13,88.3,46,56,5.99,AU,1587672284
403,Pisco,-13.7,-76.22,77.0,61,17,12.75,PE,1587672284
404,South Sioux City,42.47,-96.41,78.01,22,40,7.4,US,1587672284
405,Saint Stephen,50.33,-4.9,57.0,93,2,3.36,GB,1587672285
406,La Asuncion,11.03,-63.86,87.8,55,5,20.8,VE,1587672285
407,Toronto,43.7,-79.42,45.0,60,90,19.46,CA,1587672115
408,Manaquiri,-3.32,-60.35,80.6,88,75,6.93,BR,1587672285
409,Hamilton,39.18,-84.53,55.4,93,90,3.36,US,1587672008
410,Jimma,7.67,36.83,63.45,47,97,1.7,ET,1587672286
411,Lata,40.16,-8.33,60.01,89,100,8.99,PT,1587672287
412,Teahupoo,-17.83,-149.27,84.2,62,29,11.41,PF,1587672287
413,Lethem,3.38,-59.8,95.72,32,44,7.49,GY,1587672288
414,Kokopo,-4.35,152.26,78.96,81,100,8.9,PG,1587672288
415,Ust'-Uda,54.17,103.03,39.52,57,6,3.74,RU,1587672288
416,Brandon,27.94,-82.29,93.2,52,40,17.22,US,1587672052
417,Lakes Entrance,-37.88,147.98,61.0,77,67,7.27,AU,1587672289
418,Viedma,-40.81,-63.0,64.56,53,100,10.54,AR,1587672289
419,Chokwé,-24.53,32.98,67.59,87,0,4.34,MZ,1587672289
420,Novoagansk,61.94,76.66,40.87,77,98,13.91,RU,1587672290
421,Kismayo,-0.36,42.55,82.24,79,85,9.64,SO,1587672290
422,Jackson,42.42,-122.83,66.0,45,75,5.82,US,1587672290
423,Grand Gaube,-20.01,57.66,77.0,80,9,8.99,MU,1587672290
424,Santo Tomas,14.11,121.14,84.2,70,20,8.05,PH,1587672290
425,Terme,41.21,36.97,42.8,75,20,3.36,TR,1587672291
426,Xingyi,24.19,102.82,50.16,54,100,4.29,CN,1587672291
427,Berdigestyakh,62.1,126.7,27.27,96,73,3.31,RU,1587672291
428,Constitución,-35.33,-72.42,60.44,82,76,8.19,CL,1587672291
429,Konstantinovka,49.62,127.98,31.98,90,30,0.2,RU,1587672291
430,Turukhansk,65.82,87.98,44.8,86,99,15.82,RU,1587672292
431,Lillesand,58.25,8.38,60.8,29,18,12.75,NO,1587672292
432,Tarabuco,-19.17,-64.92,58.35,25,16,7.02,BO,1587672292
433,Santander,43.46,-3.8,61.0,82,73,4.7,ES,1587672292
434,Cairns,-16.92,145.77,77.0,78,75,5.82,AU,1587672086
435,Jalu,29.03,21.55,71.65,36,0,26.19,LY,1587672293
436,Zemio,5.03,25.14,74.35,60,1,2.86,CF,1587672293
437,Shingū,33.73,135.98,43.27,63,0,6.44,JP,1587672293
438,Palmer,42.16,-72.33,52.0,18,75,10.29,US,1587672293
439,Necochea,-38.55,-58.74,64.0,57,100,8.99,AR,1587672188
440,Port Pirie,-33.18,138.02,55.4,93,40,5.82,AU,1587672294
441,Lodja,-3.48,23.43,73.29,70,75,2.55,CD,1587672294
442,Husavik,66.04,-17.34,50.0,46,96,10.29,IS,1587672294
443,Zyryanovsk,49.74,84.27,54.43,33,41,3.83,KZ,1587672294
444,Safakulevo,54.99,62.54,34.9,77,0,8.68,RU,1587672294
445,Belmonte,-15.86,-38.88,78.8,65,40,6.93,BR,1587672294
446,Jining,35.41,116.58,44.47,46,0,4.25,CN,1587672295
447,Gambiran,-6.8,111.5,78.49,84,100,7.72,ID,1587672295
448,Mosta,35.91,14.43,61.0,87,1,5.82,MT,1587672295
449,Kommunisticheskiy,61.68,64.48,27.09,91,77,6.35,RU,1587672295
450,Decatur,39.84,-88.95,60.8,77,75,12.75,US,1587672295
451,Marang,5.21,103.21,78.8,94,20,2.24,MY,1587672296
452,Wajima,37.4,136.9,45.82,65,99,8.88,JP,1587672296
453,Sombrio,-29.11,-49.62,68.13,82,1,5.79,BR,1587672087
454,Sovetsk,55.08,21.88,41.29,86,5,6.15,RU,1587672296
455,Kaseda-shirakame,31.42,130.32,46.0,65,96,10.0,JP,1587672296
456,Egvekinot,66.32,-179.17,19.47,92,2,5.53,RU,1587672297
457,Nago,26.59,127.98,60.8,63,90,5.82,JP,1587672297
458,Bathsheba,13.22,-59.52,86.0,66,40,19.46,BB,1587672297
459,Līsakovsk,52.54,62.49,38.97,79,92,8.12,KZ,1587672298
460,Ngunguru,-35.62,174.5,59.0,98,7,11.01,NZ,1587672298
461,Talnakh,69.49,88.4,41.0,60,97,44.74,RU,1587672298
462,Gravelbourg,49.88,-106.55,59.59,27,88,13.02,CA,1587672298
463,Senno,59.53,33.92,29.39,95,46,2.98,RU,1587672298
464,Esmeraldas,-19.76,-44.31,78.8,54,40,8.05,BR,1587672298
465,Sanok,49.56,22.21,55.4,63,52,11.41,PL,1587672298
466,Bowen,-20.02,148.23,70.0,94,40,8.88,AU,1587672299
467,Kajaani,64.23,27.73,32.0,97,90,6.93,FI,1587672299
468,Khasan,42.43,130.64,37.26,75,47,8.57,RU,1587672299
469,Plettenberg Bay,-34.05,23.37,61.41,75,100,3.36,ZA,1587672299
470,Diamantino,-14.41,-56.45,80.49,69,92,3.13,BR,1587672299
471,Okulovka,58.4,33.29,31.87,85,100,2.73,RU,1587672300
472,Quatre Cocos,-20.21,57.76,77.0,88,75,8.05,MU,1587672300
473,Kieta,-6.22,155.63,80.42,78,100,2.55,PG,1587672300
474,León,21.12,-101.67,86.0,12,75,5.82,MX,1587672158
475,Barabash,43.2,131.48,30.2,92,99,5.57,RU,1587672300
476,Vila Velha,-20.33,-40.29,78.01,73,20,10.29,BR,1587672138
477,Mehamn,71.04,27.85,30.2,63,75,24.16,NO,1587672300
478,Adwa,14.16,38.9,66.45,36,60,2.08,ET,1587672301
479,Barcelos,41.54,-8.62,61.0,82,100,4.7,PT,1587672301
480,Caraquet,47.79,-64.94,35.6,40,75,17.22,CA,1587672301
481,Nokaneng,-19.67,22.27,66.69,30,0,6.91,BW,1587672301
482,Dudinka,69.41,86.18,41.0,60,100,44.74,RU,1587672301
483,Kilakarai,9.23,78.78,86.11,74,96,9.66,IN,1587672302
484,Sawtell,-30.38,153.1,64.4,88,100,5.82,AU,1587672302
485,Kamenka,51.32,42.77,44.01,45,80,7.0,RU,1587672302
486,Gold Coast,-28.0,153.43,63.0,93,86,4.7,AU,1587672099
487,Maracaju,-21.61,-55.17,75.92,40,0,5.37,BR,1587672302
488,Kalabo,-14.97,22.68,62.82,44,1,4.29,ZM,1587672302
489,Martinsburg,39.46,-77.96,57.2,50,90,6.93,US,1587672302
490,Lappeenranta,61.06,28.19,37.4,59,100,2.24,FI,1587672097
491,Ayaviri,-14.89,-70.59,58.59,12,27,2.8,PE,1587672303
492,Mbandaka,0.05,18.26,77.58,69,57,1.72,CD,1587672303
493,Port Lincoln,-34.73,135.87,59.97,85,0,7.83,AU,1587672303
494,Jiutai,44.15,125.83,32.0,78,6,8.95,CN,1587672303
495,Meulaboh,4.14,96.13,79.63,81,91,4.21,ID,1587672303
496,Shubarshi,48.59,57.19,41.13,70,52,5.88,KZ,1587672304
497,Nelson,-41.28,173.28,48.99,89,0,4.0,NZ,1587672148
498,Hambantota,6.12,81.12,81.45,80,100,2.98,LK,1587672304
499,Faya,18.39,42.45,66.2,68,99,3.47,SA,1587672304
500,Itacoatiara,-3.14,-58.44,78.8,94,34,2.24,BR,1587672044
501,Tabou,4.42,-7.35,80.92,81,100,6.11,CI,1587672305
502,Oberstdorf,47.4,10.28,53.6,58,2,1.12,DE,1587672305
503,Roblin,51.23,-101.36,50.86,57,64,5.88,CA,1587672305
504,Sabha,27.04,14.43,75.97,16,0,9.73,LY,1587672305
505,Raudeberg,61.99,5.14,44.01,85,100,10.22,NO,1587672305
506,Miandrivazo,-19.52,45.47,74.86,82,2,0.85,MG,1587672305
507,Kargasok,59.06,80.86,45.84,69,96,10.54,RU,1587672306
508,Vanavara,60.34,102.28,30.38,91,0,4.56,RU,1587672306
509,Te Anau,-45.42,167.72,50.25,67,64,8.66,NZ,1587672306
510,Eyl,7.98,49.82,84.13,76,100,13.67,SO,1587672306
511,Port-Gentil,-0.72,8.78,84.2,79,20,8.05,GA,1587672306
512,Fairbanks,64.84,-147.72,39.99,64,75,3.36,US,1587672307
513,Garoowe,8.41,48.48,79.25,64,8,15.21,SO,1587672307
514,Severo-Yeniseyskiy,60.37,93.04,43.66,64,67,5.84,RU,1587672307
515,Tilichiki,60.47,166.1,22.39,95,3,4.83,RU,1587672307
516,Santa Isabel Rio Negro,-0.41,-65.02,83.05,81,84,1.36,BR,1587672307
517,Bilma,18.69,12.92,88.92,10,0,8.7,NE,1587672307
518,Ust-Maya,60.42,134.53,22.26,93,99,1.97,RU,1587672308
519,Mbala,-8.84,31.37,59.0,60,6,5.12,ZM,1587672308
520,North Bend,43.41,-124.22,62.01,82,90,5.82,US,1587672308
521,Yabrūd,33.97,36.66,59.0,62,13,10.29,SY,1587672308
522,Gorontalo,0.54,123.06,76.69,87,94,2.28,ID,1587672064
523,Le Locle,47.06,6.75,63.0,57,0,1.12,CH,1587672309
524,Souillac,-20.52,57.52,75.2,88,75,8.05,MU,1587672063
525,Naryan-Mar,67.67,53.09,21.43,96,70,14.85,RU,1587672309
526,Ugoofaaru,5.67,73.0,83.21,78,99,12.71,MV,1587672309
527,Bukachacha,52.98,116.92,28.9,75,58,6.89,RU,1587672309
528,Touros,-5.2,-35.46,84.2,74,40,11.41,BR,1587672309
529,Oktyabr'skoye,43.06,44.74,39.2,86,52,4.47,RU,1587672310
530,Gboko,7.32,9.0,84.52,62,49,10.83,NG,1587672310
531,Quang Ngai,15.12,108.8,77.04,87,100,2.26,VN,1587672310
532,Lorengau,-2.02,147.27,83.21,73,46,4.7,PG,1587672310
533,Linhares,-19.39,-40.07,71.6,78,79,4.92,BR,1587672202
534,Voyvozh,62.89,54.96,18.79,95,100,3.85,RU,1587672310
535,Abay,49.63,72.85,46.4,93,100,4.47,KZ,1587672311
536,Isangel,-19.55,169.27,73.4,94,75,13.31,VU,1587672311
537,Ada,43.42,-116.13,57.99,58,75,16.11,US,1587672311
